trial_id,mean_delta_accuracy,std_delta_accuracy,worst_delta_accuracy,n_improved_years,param_lr,param_normalized_aux_loss_threshold,frozen_accuracy_2015,tta_accuracy_2015,delta_accuracy_2015
e00,-0.0007610350076103778,0.0,-0.0007610350076103778,0,0.0001,0.0,0.6385083713850838,0.6377473363774734,-0.0007610350076103778
e01,-0.0007610350076103778,0.0,-0.0007610350076103778,0,0.0001,0.25,0.6385083713850838,0.6377473363774734,-0.0007610350076103778
e02,0.0,0.0,0.0,0,0.0001,0.5,0.6385083713850838,0.6385083713850838,0.0
e03,0.0015220700152206446,0.0,0.0015220700152206446,1,0.0003,0.0,0.6385083713850838,0.6400304414003044,0.0015220700152206446
e04,-0.0007610350076103778,0.0,-0.0007610350076103778,0,0.0003,0.25,0.6385083713850838,0.6377473363774734,-0.0007610350076103778
e05,0.0,0.0,0.0,0,0.0003,0.5,0.6385083713850838,0.6385083713850838,0.0
e06,0.0,0.0,0.0,0,0.0005,0.0,0.6385083713850838,0.6385083713850838,0.0
e07,-0.0030441400304414,0.0,-0.0030441400304414,0,0.0005,0.25,0.6385083713850838,0.6354642313546424,-0.0030441400304414
e08,-0.0022831050228311334,0.0,-0.0022831050228311334,0,0.0005,0.5,0.6385083713850838,0.6362252663622526,-0.0022831050228311334
e09,-0.008371385083713934,0.0,-0.008371385083713934,0,0.001,0.0,0.6385083713850838,0.6301369863013698,-0.008371385083713934
e10,-0.011415525114155334,0.0,-0.011415525114155334,0,0.001,0.25,0.6385083713850838,0.6270928462709284,-0.011415525114155334
e11,-0.006849315068493178,0.0,-0.006849315068493178,0,0.001,0.5,0.6385083713850838,0.6316590563165906,-0.006849315068493178
